UniqueIndex,u.r,DOI,Title,Authors,JnlYear,InfantGroup,ExperimentNo,PublicationStatus,NativeLanguage,TestLanguage,Lab,InfantType,minAge,meanAge,maxAge,PropFemales,Included,Excluded,Fussers,NonCriterion,Criterion,exclusionCriteria,MeanAgeMonths,MultipleAgeGroups,MultipleAgeGroupsYO,Words,WdMisAlignMajorStress,Linguistic,NumberSyllables,passages,EdgeAlign,EdgeAlignSimple,FamVoice,FamRegister,FamAffect,maxTrialDurFam,TestVoice,TestRegister,AgeGroupForIndex,Indexical,maxTrialDurTest,nbTrialsTest,Words2Passage,famCriterion,repeatedMeasures,Method,PredictedEffect,OtherNotes,LTFam,SD.LTFam,LTNov,SD.LTNov,correlationFamNov,exact.t,exact.F,p_val_reported,proportionFamPref,formula2use
4,Christina,10.1006/cogp.1999.0716,The Beginnings of Word Segmentation in English-Learning Infants,Jusczyk Houston Newsome,1999,14,14,peer-reviewed,American English,native,Jusczyk,standard,304,315,325,0.2916666667,24,3,1,0,3,crying restlessness,10.5,1,2,{taris viceto}{rayon prizin},0,reparse,2,Your guitar is really a fine instrument. But she says that the old guitar is great. In the attic her guitar is hidden away. My pink guitar is not nearly as special. I think that a red guitar is better looking. But if you want to play a plain guitar is fine. She looks for her device to start the project. That old device to bake the bread is broken. It would be wise to try your device to begin. Give the red device to him if you are busy. A plain device to do the job is better. We should bring the pink device to the rescue. Susie is buying her beret on credit. That red beret on the shelf might do. She asked the clerk to put the pink beret on. It was next to the plain beret on the counter. The old beret on the model is my favorite. Your beret on her is very chic. Weâ€™ve got a big surprise in store for you. Her surprise in the barn is big too. But it will be a very plain surprise in the box. Your surprise in the closet is very exciting. We hid this red surprise in Joanâ€™s house. The pink surprise in the hallway will astonish you.,23.3333333333,0,female,IDS,NA,21.72,same,IDS,NA,not.manipulated,23.62,12,no,45,no,HPP,exploratory,,8.68,3.89,8.73,3.52,,-0.09,,0.94,0.5,means&SD
4,Christina,10.1006/cogp.1999.0716,The Beginnings of Word Segmentation in English-Learning Infants,Jusczyk Houston Newsome,1999,15,15,peer-reviewed,American English,native,Jusczyk,standard,311,321,349,0.6666666667,24,6,0,1,3,restlessness failing to look to little on average failing to look at light in general,10.5,1,2,{guitar device} {beret surprise},1,match,2,Your guitar is really a fine instrument. But she says that the old guitar is great. In the attic her guitar is hidden away. My pink guitar is not nearly as special. I think that a red guitar is better looking. But if you want to play a plain guitar is fine. She looks for her device to start the project. That old device to bake the bread is broken. It would be wise to try your device to begin. Give the red device to him if you are busy. A plain device to do the job is better. We should bring the pink device to the rescue. Susie is buying her beret on credit. That red beret on the shelf might do. She asked the clerk to put the pink beret on. It was next to the plain beret on the counter. The old beret on the model is my favorite. Your beret on her is very chic. Weâ€™ve got a big surprise in store for you. Her surprise in the barn is big too. But it will be a very plain surprise in the box. Your surprise in the closet is very exciting. We hid this red surprise in Joanâ€™s house. The pink surprise in the hallway will astonish you.,23.3333333333,0,female,IDS,NA,21.22,same,IDS,NA,not.manipulated,23.62,16,yes,30,no,HPP,exploratory,,8.69,2.95,6.72,2.19,,5.05,,0.0009,0.8333333333,means&SD
794,Amanda,10.3758/BF03213111,Infants' sensitivity to allophonic cues for word segmentation,Jusczyk Hohne Bauman,1999,1,1,peer-reviewed,American English,native,Jusczyk,standard,258,272,286,0.4583333333,24,10,5,1,3,crying unresponsiveness to lights LTs less than 3 sec,9,1,1,night rates doctor nitrates hamlet,0,reparse,2,Nitrates are not something that everyone needs. My teacher told us all about nitrates. Farmers use nitrates to help grow their crops. Nitrates are used to preserve food. This storeroom has many different kinds of nitrates. There were boxes of nitrates on all of the shelves. Your hamlet lies just over the hill. Far away from here near the sea is an old hamlet. People from the hamlet like to fish. Another hamlet is in the country. People from that hamlet really like to farm. They grow so much that theirs is a very big hamlet.  Night Rates can help us to save some money. Businesses try to use night rates to send their packages. Even the airlines have cheaper night rates. The man wrote out the night rates on the blackboard. Night rates at this hotel are expensive. Many people look for the best night rates.  The doctor saw you the other day. He's much younger than the old doctor. I think your doctor is very nice. He showed another doctor your picture. That doctor thought you grew a lot. He was a big doctor himself.,NA,0.458333333333333,female,IDS,NA,24,female,IDS,NA,not.manipulated,19,16,yes,60,no,HPP,exploratory,,NA,NA,NA,NA,,,"doc/ham [F(123) = 11.27p <
.003  night/nite [F(123) <
1.00",,,F
794,Amanda,10.3758/BF03213111,Infants' sensitivity to allophonic cues for word segmentation,Jusczyk Hohne Bauman,1999,2,2,peer-reviewed,American English,native,Jusczyk,standard,255,276,301,0.5,24,5,2,1,3,crying LTs less than 3 s parental interference,9,0,0,night dock,0,embedded,1,The dock by the lake has sailboats. Motor boats stay at the old dock. That dock gets very busy. Fishing from the dock looks like fun. People at your dock like to swim too. A family brought their boat to the new dock. ,NA,0.333333333333333,female,IDS,NA,20,female,IDS,NA,not.manipulated,19,16,yes,60,no,HPP,significant,,NA,NA,NA,NA,,,"dock/doc [F(123) =
10.52 p < .004] night/nitr [F(l 23) < 1.18 p > .25].",,,F
794,Amanda,10.3758/BF03213111,Infants' sensitivity to allophonic cues for word segmentation,Jusczyk Hohne Bauman,1999,3,3,peer-reviewed,American English,native,Jusczyk,standard,265,282,301,0.4583333333,24,7,2,3,3,crying failure to look at lights non-criterion,9,0,0,night dock,0,embedded,1,Many interesting things happen during night time. Night schools teach people about computers. Teams play night games at baseball fields. Night lights help the players to see. Some ofus even put special clothes on like night caps. My friend wears a different night gown every day.,NA,0.333333333333333,female,IDS,NA,20,female,IDS,NA,not.manipulated,19,16,yes,60,no,HPP,exploratory,,NA,NA,NA,NA,,,"night/nitr nitrates [F(l23) = 17.29
P < .0005] dock/doc [F(l23) = 17.34 P <
.0005]",,,F
794,Amanda,10.3758/BF03213111,Infants' sensitivity to allophonic cues for word segmentation,Jusczyk Hohne Bauman,1999,4,4,peer-reviewed,American English,native,Jusczyk,standard,294,316,342,0.5416666667,24,8,2,5,3,crting sleeping non-criterion,10.5,1,2,night rates doctor nitrates hamlet,0,reparse,2,Nitrates are not something that everyone needs. My teacher told us all about nitrates. Farmers use nitrates to help grow their crops. Nitrates are used to preserve food. This storeroom has many different kinds of nitrates. There were boxes of nitrates on all of the shelves. Your hamlet lies just over the hill. Far away from here near the sea is an old hamlet. People from the hamlet like to fish. Another hamlet is in the country. People from that hamlet really like to farm. They grow so much that theirs is a very big hamlet.  Night Rates can help us to save some money. Businesses try to use night rates to send their packages. Even the airlines have cheaper night rates. The man wrote out the night rates on the blackboard. Night rates at this hotel are expensive. Many people look for the best night rates.  The doctor saw you the other day. He's much younger than the old doctor. I think your doctor is very nice. He showed another doctor your picture. That doctor thought you grew a lot. He was a big doctor himself.,NA,0.458333333333333,female,IDS,NA,20,female,IDS,NA,not.manipulated,19,16,yes,60,no,HPP,significant,,NA,NA,NA,NA,,,night/nitr [F(I23) = 31.30 p < .0001] doc/ham [F(123) = 14.18p < .001],,,F
2,Christina,10.1037/0096-1523.26.5.1570,The Role of Talker-Specific Information in Word Segmentation by Infants,Houston Jusczyk,2000,1,1,peer-reviewed,American English,native,Jusczyk,standard,216,230,247,,36,12,0,7,3,crying failure to complete the full set of test trials due to restlesness (fussyness??) failure to look for an average of at least 3s to each stimulus type extreme left-side bias equipment failure,7.5,0,0,{cup dog}{bike feet},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,NA,NA,other.female,IDS,NA,voice,19.54,16,yes,30,no,HPP,exploratory,,8.39,2.02,7.53,2.74,,,F(1 35) = 4.21 ,0.04,0.6666666667,means&SD
2,Christina,10.1037/0096-1523.26.5.1570,The Role of Talker-Specific Information in Word Segmentation by Infants,Houston Jusczyk,2000,2,2,peer-reviewed,American English,native,Jusczyk,standard,213,230,252,,36,14,0,9,3,crying failure to complete the full set of test trials failure to look for an average of at least 3s to each stimulus type looking only to one side,7.5,1,1,{cup dog}{bike feet},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,either,IDS,NA,NA,other.sex,IDS,y,sex,19.225,16,yes,30,no,HPP,exploratory,,7.73,2.46,7.72,2.53,,,F(1 35) <1,0.5,0.6111111111,means&SD
2,Christina,10.1037/0096-1523.26.5.1570,The Role of Talker-Specific Information in Word Segmentation by Infants,Houston Jusczyk,2000,3,3,peer-reviewed,American English,native,Jusczyk,standard,210,237,285,,24,7,0,2,3,crying failure to complete the full set of test trials failure to look for an average of at least 3s to each stimulus type parental interference equipment failure,7.5,0,0,{cup dog}{bike feet},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,male,IDS,NA,NA,other.male,IDS,NA,voice,19.23,16,yes,30,no,HPP,exploratory,,8.5,3.1,7.1,3.61,,,F(1 23) = 7.30,0.019,0.75,means&SD
2,Christina,10.1037/0096-1523.26.5.1570,The Role of Talker-Specific Information in Word Segmentation by Infants,Houston Jusczyk,2000,4,4,peer-reviewed,American English,native,Jusczyk,standard,304,321,343,,32,15,0,5,3,crying failure to complete the full set of test trials equipment failure experimenter error,10.5,1,2,{cup dog}{bike feet},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,either,IDS,NA,NA,other.sex,IDS,o,sex,19.225,16,yes,30,no,HPP,exploratory,,7.22,2.45,6.25,2.38,,,F(1 31) = 6.45,0.019,0.65625,means&SD
